uid,str_p50,str_p75,str_p90,str_p95,str_p97,str_p99,str_max,str_iqr,lp_mean,lp_std,lp_cv,lp_max,lp_med,lp_p75,lp_p90,lp_p95,lp_p99,lp_skew,lp_sbr,lp_gmean,lp_gmax,rp_mean,rp_std,rp_cv,rp_max,rp_med,rp_p75,rp_p90,rp_p95,rp_p99,rp_skew,rp_sbr,rp_gmean,rp_gmax,lc_mean,lc_std,lc_cv,lc_max,lc_med,lc_p75,lc_p90,lc_p95,lc_p99,lc_skew,lc_sbr,lc_gmean,lc_gmax,rc_mean,rc_std,rc_cv,rc_max,rc_med,rc_p75,rc_p90,rc_p95,rc_p99,rc_skew,rc_sbr,rc_gmean,rc_gmax,asym_put,asym_cau,pc_ratio_l,pc_ratio_r,min_pc_ratio,sum_put,sum_cau,put_cau_ratio
rm6dfhg6,8.727972,11.317323,16.77401,20.563665,22.701633,26.138538,32.670803,3.598484,9.189632,2.45909,0.26759395,22.766699,8.6810055,10.533766,12.067468,13.154937,18.686056,1.7150111198425293,9.189632,0.72591186,15.890211,9.081287,2.428068,0.26737046,19.659607,8.431909,9.752886,13.053038,14.23125,16.116367,1.3354727029800415,9.081287,0.76375735,12.666275,11.30413,4.3620963,0.3858852,23.911732,9.606785,12.72671,18.724615,21.21842,23.442184,1.3197648525238037,11.30413,1.2661864,16.06897,11.432054,6.0492496,0.5291481,32.670803,8.500178,14.155331,21.64923,24.447567,29.24041,1.3977113962173462,11.432054,1.9887086,24.965263,0.0059299166,0.0056264484,0.8129447,0.7943706,0.7943706,18.27092,22.736183,0.80360544
w3stt1eq,7.141734,7.790008,8.365676,8.721542,8.907315,9.391005,10.106343,1.1851826,7.040634,0.9569787,0.13592222,8.989535,7.0309997,7.8070984,8.298356,8.517643,8.820978,-0.18711510300636292,7.040634,0.346634,3.0582113,6.6052,0.48379955,0.07324526,7.8720155,6.594972,6.90378,7.2175927,7.4060383,7.765678,-0.26074913144111633,6.6052,0.22467701,2.0942373,7.508758,0.79921794,0.1064381,10.106343,7.4226866,7.9930944,8.61027,8.976551,9.631457,0.5725541710853577,7.508758,0.31328446,3.24013,7.4852333,0.83040446,0.11093902,9.8034115,7.4007607,8.041408,8.617101,8.906197,9.532491,0.11627703160047531,7.4852333,0.26549795,2.943367,0.03190969,0.0015689458,0.9376563,0.88243073,0.88243073,13.645834,14.993992,0.9100868
c37rln36,8.010742,8.717067,9.354592,9.687096,9.915497,10.329544,11.12863,1.3464985,7.902603,1.4628679,0.18511215,11.12863,8.000725,9.000451,9.693869,10.020466,10.617361,-0.3921397030353546,7.902603,0.5487334,4.482402,7.746216,0.71629506,0.09247032,9.296979,7.88445,8.240961,8.53544,8.737344,9.048898,-0.5981312394142151,7.746216,0.35286567,2.377612,7.6180453,0.8365905,0.10981695,9.984318,7.692977,8.175592,8.622568,8.88256,9.334225,-0.3456112742424011,7.6180453,0.3885257,4.1957903,8.507948,0.8243452,0.09689119,10.869293,8.536353,9.111502,9.547069,9.814144,10.3001,0.0023251743987202644,8.507948,0.39396065,3.872284,0.009993555,0.055184357,1.0373532,0.91046816,0.91046816,15.648819,16.125994,0.9704096
v1mzb3i4,7.6100407,8.78145,10.282778,11.69868,12.513715,15.630502,19.802065,2.0903091,8.226574,1.1909685,0.1447709,12.285008,8.265191,8.991565,9.563982,10.191983,11.675194,0.2913532555103302,8.226574,0.44502687,4.8531976,7.495736,1.3135892,0.17524485,12.18509,7.4031663,8.11095,9.163674,10.05359,11.571212,0.9636396169662476,7.495736,0.49035773,5.7276,7.9519916,2.2884815,0.2877872,19.802065,7.2281766,8.907801,10.935999,12.0130005,16.797878,1.837498664855957,7.9519916,0.7791905,14.961487,8.094959,2.4869087,0.30721694,19.673218,7.3396873,8.860841,11.717154,13.036713,16.971657,1.7421261072158813,8.094959,1.03237,14.39126,0.046484124,0.008909337,1.03453,0.92597574,0.92597574,15.72231,16.046951,0.9797693
fieecy2c,8.380014,9.7110405,12.036538,14.695308,16.717464,20.23534,25.066223,2.4134836,8.129305,1.3416371,0.16503713,12.777289,8.126048,9.068029,9.847903,10.217693,11.475183,0.15202665328979492,8.129305,0.53243387,6.1978855,7.744968,1.1481023,0.14823848,12.956098,7.4808483,8.380807,9.232455,9.80794,11.606555,1.2313417196273804,7.744968,0.53646487,6.257832,9.685563,3.5766091,0.3692722,25.066223,8.895371,10.221479,14.58475,18.234316,23.112572,1.8854960203170776,9.685563,1.169157,19.907887,10.037388,3.0514865,0.304012,24.143389,9.04335,11.277312,14.168357,16.681202,20.685488,1.5444080829620361,10.037388,1.1676253,18.299175,0.02421131,0.017838344,0.83932185,0.7716119,0.7716119,15.874273,19.72295,0.80486304
11bd2sce,6.4154015,7.2901607,9.357549,13.823266,17.384958,22.411898,26.397408,1.4823804,6.9588776,2.0511417,0.2947518,23.040071,6.4952965,7.1568394,8.084914,10.103035,17.273129,4.0006303787231445,6.9588776,0.6330932,18.230164,6.567188,1.3208485,0.20112847,15.962948,6.544781,7.297535,7.813081,8.313908,11.20283,1.6006278991699219,6.567188,0.5360839,10.779575,7.9930787,4.7459955,0.5937631,26.397408,6.114266,7.216583,15.202941,20.770988,25.197556,2.2854130268096924,7.9930787,1.418607,20.79596,7.314531,2.9793634,0.40732118,25.099289,6.4813566,7.443778,9.941028,14.001931,21.295843,3.084569215774536,7.314531,0.9921495,19.277538,0.028958146,0.044327486,0.8706129,0.8978276,0.8706129,13.526066,15.30761,0.8836171
jcy127h6,7.9406075,8.928689,9.882249,10.576449,10.93789,11.67551,12.709125,1.8831453,7.716185,1.5920389,0.2063246,12.709125,7.3752985,8.56717,10.024107,10.886133,12.142361,0.8296791315078735,7.716185,0.6496923,4.540973,7.305413,0.8529303,0.1167532,9.690999,7.2622137,7.8334765,8.513188,8.879351,9.2867985,0.26302799582481384,7.305413,0.45240626,2.8628373,8.326202,1.2459681,0.14964423,12.40734,8.257428,9.107025,10.008814,10.733759,11.628474,0.6022773385047913,8.326202,0.4843662,4.7826676,8.645624,1.1506416,0.13308947,11.946988,8.607745,9.360594,10.150932,10.650599,11.30957,0.0710061714053154,8.645624,0.58689183,3.5926847,0.027345449,0.018820707,0.9267352,0.8449839,0.8449839,15.021598,16.971827,0.88509023
gmd478mf,7.68676,8.472972,9.391137,10.910619,12.2267275,14.7203045,17.977486,1.5968981,7.6033545,0.88479215,0.11636866,9.962711,7.6938467,8.1479435,8.649865,8.976478,9.452053,-0.4964023232460022,7.6033545,0.40794626,4.9220214,8.004079,1.3835336,0.17285357,15.351816,7.740275,8.497949,9.572348,10.677223,13.23285,1.8288172483444214,8.004079,0.6193819,8.200609,7.438998,1.1904818,0.16003254,10.234865,7.3175993,8.339518,9.088373,9.519034,9.95077,0.22425676882266998,7.438998,0.43267518,3.574222,8.422013,2.3566146,0.27981606,17.977486,7.871126,9.063372,11.795593,13.732732,16.363722,1.5599976778030396,8.422013,0.9913421,11.362461,0.025675228,0.06197682,1.0220939,0.950376,0.950376,15.607433,15.8610115,0.9840125
s0iuduah,7.692655,9.255571,10.837355,13.286286,15.260345,17.745102,20.6735,2.8402224,7.0453663,1.5685078,0.2226297,11.977799,6.640957,8.109859,9.378809,10.161928,11.019118,0.7392154932022095,7.0453663,0.6852047,6.300952,7.6140466,1.5650525,0.20554806,11.552408,7.6378036,8.650847,9.734762,10.297085,10.9071,-0.03438063710927963,7.6140466,0.6887913,6.2845993,8.524178,2.7985437,0.3283066,19.222113,8.216144,10.07069,11.597278,14.269109,17.347605,1.0137149095535278,8.524178,0.88088316,15.052082,9.18231,3.0561588,0.33283114,20.6735,8.437872,9.9107275,13.751627,16.207891,19.297846,1.5330159664154053,9.18231,1.1557394,15.876484,0.038792845,0.037169006,0.8265157,0.8292082,0.8265157,14.659412,17.706488,0.8279119
gk6t9dhs,15.461279,17.641407,19.360544,20.26267,20.796028,21.727175,25.491922,5.1330624,15.6808,2.472016,0.15764605,20.839947,16.17395,17.516634,18.568861,19.114952,19.940088,-0.6111984848976135,15.6808,0.8833959,9.839355,13.938341,4.0730453,0.2922188,21.709581,14.723231,17.259167,19.108301,19.94533,20.932035,-0.14538632333278656,13.938341,1.7104796,12.979694,16.100677,3.1123688,0.1933067,25.491922,16.0913,18.479702,19.896692,20.84519,23.32611,-0.032686371356248856,16.100677,1.0643525,8.704297,13.975389,4.245649,0.30379468,22.338993,14.05236,17.34134,19.915659,20.77897,21.618258,0.011679581366479397,13.975389,1.6255301,12.860313,0.058828827,0.070663795,0.9739218,0.9973491,0.9739218,29.61914,30.076065,0.9848077
znvp8gmn,7.996962,9.356343,10.837399,13.032237,15.293282,19.569487,25.560236,2.4410477,7.646969,1.119113,0.14634727,10.5462885,7.460409,8.405633,9.268143,9.690887,10.113506,0.2970123291015625,7.646969,0.40846136,2.9956422,6.839538,1.2868314,0.18814595,9.824631,6.7739573,7.772389,8.600721,8.920588,9.39612,-0.06837113201618195,6.839538,0.5254203,4.6478057,10.055226,2.5506904,0.25366813,24.062231,9.812064,10.642033,12.61845,15.0547285,20.216852,1.9523377418518066,10.055226,0.78520936,16.450188,9.007522,3.2842226,0.3646089,25.560236,8.177856,9.359989,12.998257,16.106337,22.418669,2.1885666847229004,9.007522,0.8900994,17.746943,0.055736743,0.054960843,0.7604969,0.7593141,0.7593141,14.486507,19.062748,0.75993806
hie9ede1,9.573492,11.001209,15.582871,20.400394,23.539825,27.874874,32.362286,2.5032673,11.6016035,4.275041,0.3684871,30.311255,9.945019,12.170109,17.78833,21.585411,27.033016,2.028640031814575,11.6016035,1.2028792,20.938469,12.429547,6.3090577,0.50758547,32.362286,9.822233,14.158672,23.405832,27.548542,30.99408,1.546038269996643,12.429547,2.2828686,24.189392,9.606974,1.5880562,0.16530244,18.392899,9.43636,10.186195,11.296416,12.362815,15.266332,1.1644058227539062,9.606974,0.55081385,6.503354,9.382715,3.549178,0.37826768,26.617786,8.850032,10.7474785,13.218182,16.762148,22.346237,1.6515413522720337,9.382715,1.0146229,17.107765,0.03445294,0.011809484,1.2076231,1.3247281,1.2076231,24.03115,18.989689,1.2654842
zublekvl,9.300283,10.35624,11.12013,11.659516,12.126004,14.001704,20.521343,2.4831715,9.481173,1.7372417,0.18323068,13.106607,10.064879,10.653753,11.175193,11.476556,12.209564,-0.9726793766021729,9.481173,0.7423502,7.678898,7.857513,1.2774385,0.16257542,11.623809,7.9045954,8.864265,9.461171,9.778415,10.73236,-0.060831159353256226,7.857513,0.5446551,5.913043,9.3537,2.5958068,0.2775166,20.521343,9.838606,10.765039,11.697759,12.977361,16.235636,-0.11055318266153336,9.3537,1.0678071,16.296898,9.122028,1.8082623,0.1982303,15.964379,9.167212,10.206966,10.975213,11.713733,13.627763,-0.43449515104293823,9.122028,0.7523063,11.702234,0.093643755,0.012539227,1.0136281,0.86137784,0.86137784,17.338686,18.475727,0.93845755
9ptk4gc4,6.952051,8.250754,9.730186,11.292213,13.200027,16.90342,23.002495,2.5867767,7.524376,1.7750162,0.23590212,16.772783,7.4245815,8.269428,9.600126,10.453205,13.610151,1.0293501615524292,7.524376,0.71285105,10.510714,9.066836,3.642252,0.40171143,23.002495,7.9683743,10.528524,14.603332,16.99327,20.747423,1.3892347812652588,9.066836,1.5273297,18.194126,5.8935456,1.1745794,0.19929928,8.536505,5.906098,6.8245296,7.45826,7.7310658,8.268459,-0.05952691286802292,5.8935456,0.47258356,2.6105628,6.930607,1.9247084,0.27771136,11.372481,6.9392233,8.513169,9.423439,9.859856,10.594145,0.007756988517940044,6.930607,0.5610883,3.2648668,0.092968516,0.08086782,1.2767147,1.3082312,1.2767147,16.591213,12.824152,1.2937474
ryg9rdpx,7.2041464,8.151841,9.370371,10.3423195,11.773274,14.217591,17.277822,1.6027555,7.374159,1.431155,0.19407704,10.567921,7.309967,8.40192,9.406793,9.812423,10.2507515,0.10797851532697678,7.374159,0.58229285,4.1530504,7.2808495,1.006849,0.1382873,9.761462,7.3143697,7.9927683,8.608306,8.943739,9.521257,-0.06808281689882278,7.2808495,0.37237325,1.9327526,7.885661,1.8425753,0.23366149,15.20181,7.3530035,8.441978,10.320913,12.249827,14.373256,1.7272377014160156,7.885661,0.7252601,10.364892,7.577654,1.8761523,0.24759012,17.277822,7.031699,7.775604,9.615504,11.958146,15.253623,2.482372522354126,7.577654,0.6589822,12.056794,0.006367066,0.019918578,0.9351351,0.96083164,0.9351351,14.655008,15.463315,0.94772744
dfovd79c,6.8294954,9.822582,15.014847,17.4973,18.878742,20.78985,25.80831,4.338847,6.992896,3.2469568,0.46432218,20.801622,5.8642845,7.1796,11.432477,15.536661,18.858015,2.201655864715576,6.992896,0.90901667,12.380411,6.0055857,1.7234776,0.2869791,14.136591,5.583977,6.602043,8.054343,9.4131565,12.567843,1.8509581089019775,6.0055857,0.6549753,6.8466434,11.522203,5.0810876,0.44098228,25.80831,10.753216,15.729607,18.707718,20.229105,22.37643,0.40853261947631836,11.522203,1.7786028,20.912928,8.558214,3.2601998,0.38094392,24.642305,7.5968065,9.753335,13.257016,15.032971,19.76135,1.5311758518218994,8.558214,0.9669596,19.226498,0.07595582,0.14760596,0.6069061,0.7017335,0.6069061,12.998482,20.080418,0.6473213
9mv9e40k,8.81718,9.804824,10.776036,11.598391,12.100692,13.249708,15.963924,1.9530602,8.444214,1.3988711,0.1656603,11.941379,8.580535,9.432552,10.131217,10.657283,11.27906,-0.399375855922699,8.444214,0.75199217,6.841587,8.729042,1.0095767,0.11565721,11.405514,8.665839,9.503931,10.093234,10.390115,10.7768345,-0.04531726613640785,8.729042,0.60298556,3.85922,8.747185,1.8822285,0.21518107,15.963924,8.6735325,10.09883,11.13399,11.814841,13.131382,0.20775637030601501,8.747185,0.89798224,10.102057,9.251952,1.8858705,0.20383486,15.46813,9.1996155,10.2592325,11.659329,12.5833,14.172055,0.08958393335342407,9.251952,0.8828195,10.1054535,0.016585566,0.028043978,0.9653636,0.9434811,0.9434811,17.173256,17.999138,0.95411545
zuj2xorv,8.181995,9.004075,9.724519,10.205223,11.160407,13.746105,20.511692,1.5135794,8.000353,1.1948391,0.1493483,10.256395,7.983052,8.774081,9.586016,9.8659525,10.104546,-0.7174615859985352,8.000353,0.5761208,5.957445,7.5476546,0.9633427,0.12763472,10.572396,7.5426664,8.161581,8.743108,9.142988,9.998974,-0.006317752413451672,7.5476546,0.49749702,6.032046,8.461856,1.4555948,0.17201838,14.640757,8.47318,9.279486,9.890509,10.4572935,12.894025,0.20301246643066406,8.461856,0.57717407,8.61925,8.833248,1.7480153,0.19789043,20.511692,8.60725,9.23242,10.372575,12.081043,15.739961,2.3400471210479736,8.833248,0.8638273,13.546757,0.029116156,0.021473836,0.9454608,0.8544597,0.8544597,15.548008,17.295105,0.8989831
ork1djrw,8.355571,9.887921,13.0888195,16.649368,18.823784,22.579786,25.888498,2.6306362,7.7877936,1.8927748,0.24304378,20.637478,7.561558,8.45311,9.358414,10.89356,15.914475,2.2240540981292725,7.7877936,0.66763973,15.537647,9.213599,2.9395957,0.31904966,22.87688,8.5622225,10.372073,12.9563,15.270423,19.36746,1.4645137786865234,9.213599,1.1581571,17.664965,8.653845,2.2763824,0.26304868,20.194641,8.251663,9.46254,10.97262,13.381331,17.40466,1.9871710538864136,8.653845,0.6205827,12.285028,10.895819,4.315843,0.39610085,25.888498,9.446922,11.92298,17.793613,20.736475,24.514729,1.5383191108703613,10.895819,1.5805687,18.435534,0.08386405,0.114680946,0.89992297,0.8456087,0.8456087,17.001392,19.549664,0.8696514
edbcy8ny,6.964594,7.952979,9.081873,10.216441,11.363188,13.570913,16.829073,1.7603054,6.8631516,1.168377,0.17023915,12.366464,6.7271485,7.60312,8.256736,8.900492,10.279755,0.8263875246047974,6.8631516,0.46688056,5.6199512,6.771066,0.89535344,0.13223226,10.7656975,6.6894093,7.2484527,8.070991,8.458328,8.792091,0.4425417482852936,6.771066,0.3579624,2.7783017,7.622595,2.2347105,0.29316926,16.60704,6.9870596,8.657839,10.490247,12.499096,15.0733,1.4529175758361816,7.622595,0.8442359,10.310514,7.620263,1.6780111,0.22020382,16.829073,7.449028,8.291844,9.362612,11.019365,13.443897,1.4901069402694702,7.620263,0.8510204,9.764477,0.006753989,0.0001529722,0.90036947,0.8885607,0.8885607,13.634218,15.242858,0.894466
fwdc112h,8.482311,9.773964,12.36841,15.640972,17.445545,22.126387,28.685057,2.3261862,8.197787,1.565295,0.19094115,16.162806,8.134802,8.909979,9.78164,10.805471,14.065692,1.4073947668075562,8.197787,0.6283706,9.179897,7.9938416,1.3610724,0.17026512,14.194978,8.051459,8.76742,9.707387,10.388925,11.320046,0.30125540494918823,7.9938416,0.56603646,6.8702965,10.226547,4.1847954,0.409209,28.685057,8.990387,10.109356,16.245607,20.16095,26.036036,2.1598451137542725,10.226547,1.4523444,23.188135,9.979128,3.264286,0.32711136,25.409286,9.28619,11.20058,14.696235,16.734432,20.571894,1.4114923477172852,9.979128,1.2768841,19.716751,0.012595745,0.012245043,0.8016183,0.80105615,0.80105615,16.19163,20.205675,0.8013407
xrjm4t8b,17.797043,19.945848,21.942816,24.216307,26.330761,31.24678,39.90151,3.6915894,17.517033,1.9692866,0.112421244,25.279411,16.92622,18.446972,20.2524,21.571693,24.12341,1.3838684558868408,17.517033,0.5575743,6.4958763,20.042833,2.3611612,0.117805764,26.842024,20.233995,21.219326,22.828924,24.344881,26.225584,0.010323828086256981,20.042833,0.87300533,6.517437,18.539524,4.6461854,0.25060976,39.90151,17.549593,20.2411,24.060133,28.072458,34.83675,1.4673129320144653,18.539524,1.8743664,26.992462,17.907936,3.7144046,0.20741668,39.51213,17.58802,19.104322,20.921997,23.971739,32.82255,1.626814603805542,17.907936,1.4695487,27.275066,0.06724732,0.017328724,0.944848,1.1192151,0.944848,37.559868,36.44746,1.0305208
p6nlnqbu,7.3989763,8.6749325,10.284398,12.549681,14.282972,16.871756,21.081863,2.5321083,7.760583,1.270575,0.1637216,10.834577,7.736394,8.75268,9.378133,9.699897,10.358622,-0.24945339560508728,7.760583,0.4848813,6.1490564,8.970294,3.5124896,0.39156905,21.081863,8.426037,10.788332,14.133087,16.219826,18.792742,0.9015384316444397,8.970294,1.6529766,16.198114,6.6198683,1.5226743,0.2300158,9.846652,6.755934,7.8499823,8.497671,8.834476,9.629958,-0.11042726784944534,6.6198683,0.5146012,5.0069056,7.8110995,2.663691,0.34101358,20.032372,7.0979357,8.580673,11.336978,13.401489,17.225103,1.690460443496704,7.8110995,0.7882588,14.219612,0.07230411,0.082546875,1.1723168,1.1484035,1.1484035,16.730877,14.430967,1.1593732
4kzrezrd,7.4223275,8.6083,11.7215395,15.5950575,18.129086,21.61931,26.30955,2.2446356,6.41121,1.2504466,0.19504064,10.777,6.388215,7.265862,8.07049,8.510509,9.604065,0.2462254911661148,6.41121,0.48962563,7.169958,7.481851,1.1222647,0.14999828,11.861263,7.4743795,8.018848,8.79241,9.599304,10.745312,0.494209349155426,7.481851,0.4979386,6.3998203,9.267819,3.464966,0.3738707,23.042784,8.217653,9.803234,14.578734,17.346893,21.063282,1.6765416860580444,9.267819,1.1498275,17.480503,9.330987,4.265472,0.45712978,26.30955,7.8897214,9.971972,15.958625,19.445549,23.844807,1.8063080310821533,9.330987,1.3940578,19.690487,0.07706301,0.0033963239,0.69177115,0.8018285,0.69177115,13.893061,18.598806,0.7469867
yxyur4so,8.081872,8.913286,9.814866,10.395738,10.699282,11.129598,11.99709,1.7198582,8.472895,1.2060506,0.14234222,11.693105,8.468809,9.354322,10.003742,10.3633585,10.892959,-0.2651835083961487,8.472895,0.4583021,5.746709,7.8490095,1.3040938,0.16614757,11.99709,8.011137,8.572529,9.283632,9.796686,11.299981,-0.2674155831336975,7.8490095,0.6223318,6.791043,7.761894,1.4875546,0.1916484,11.9879875,7.889126,8.6480255,9.460931,10.250331,11.299702,-0.1678452342748642,7.761894,0.58264226,6.383159,7.921149,1.5601127,0.19695537,11.69511,7.912555,8.923394,10.058618,10.609575,11.0894785,-0.061223048716783524,7.921149,0.71201134,6.7762203,0.0382238,0.0101545695,1.0916014,0.9908928,0.9908928,16.321903,15.683043,1.0407357
r8wm9lbb,8.321232,9.296734,10.262182,10.834177,11.279096,12.399644,18.507301,1.7500911,7.6965866,1.0921624,0.14190218,11.5181875,7.66737,8.365367,9.024178,9.557569,10.969903,0.5335532426834106,7.6965866,0.51654166,5.2551155,8.02545,1.1168368,0.1391619,10.75384,7.912784,8.7619095,9.671167,10.07688,10.531483,0.2726266384124756,8.02545,0.41042185,3.225531,8.905522,1.6434369,0.18454133,18.507301,8.721238,9.498763,10.679983,11.681526,15.064956,1.5638606548309326,8.905522,0.7956578,12.894344,9.079218,1.2276056,0.1352105,13.016626,8.95117,9.973742,10.677032,11.177686,11.944929,0.1451936513185501,9.079218,0.5923464,6.978464,0.020917337,0.009657941,0.86424875,0.8839362,0.86424875,15.722036,17.984741,0.8741875
4m0a6mdm,7.8950434,9.299463,10.909984,12.140807,13.118644,16.341557,22.001371,2.4625845,8.026442,1.6301459,0.20309696,13.39182,7.9040594,8.946126,10.187254,11.101709,12.725039,0.5925548076629639,8.026442,0.63523525,7.7525477,8.751359,1.8230927,0.2083211,15.423419,8.408157,9.751975,11.350882,12.373129,13.712413,0.8021576404571533,8.751359,0.7993698,8.820131,7.3984947,1.9849831,0.26829553,18.963518,6.889535,7.8433514,10.124275,11.286504,14.813363,2.0351338386535645,7.3984947,0.6847011,12.636221,8.983552,2.5678775,0.28584212,22.001371,8.474913,9.800599,11.789505,14.336059,19.113564,1.8958200216293335,8.983552,1.1081969,15.724621,0.043206938,0.09675576,1.084875,0.9741535,0.9741535,16.777802,16.382046,1.0241579
mmxixv6c,4.9319105,5.807489,7.199315,8.726386,9.782826,11.445862,13.352019,1.5310316,4.813453,0.97345555,0.20223641,7.2173843,4.7839127,5.474593,6.1433907,6.4715257,7.008244,0.09636601060628891,4.813453,0.46221036,3.9073381,5.041347,1.2038239,0.23879014,8.898096,4.888217,5.5562043,6.9741673,7.368122,8.0746355,0.6575634479522705,5.041347,0.55603474,4.922945,5.606444,1.6824517,0.3000925,10.454268,5.2702312,6.429126,8.080205,9.110092,9.943607,0.6552727222442627,5.606444,0.7050004,6.79004,5.5837893,2.1677897,0.38822913,13.352019,4.8581276,5.8163443,9.317471,11.018683,12.571698,1.7381772994995117,5.5837893,0.93646795,9.867511,0.02312516,0.0020244916,0.8585573,0.9028541,0.8585573,9.8548,11.190233,0.88066083
kmalq5u6,7.6640387,8.765717,9.89726,10.802719,11.399148,12.432511,13.676369,1.9367971,8.06391,1.4513444,0.17998023,13.011786,7.744938,8.968567,10.031071,10.92373,12.447667,0.9183862209320068,8.06391,0.501969,4.76779,7.2316155,1.0641385,0.14715087,11.358192,7.0441175,7.742065,8.597128,9.368801,10.799585,1.078109622001648,7.2316155,0.44351432,4.174774,8.640343,1.4504398,0.16786832,12.884902,8.541905,9.54187,10.405467,11.393829,12.223492,0.20869265496730804,8.640343,0.6577142,7.3664193,7.633343,1.5607953,0.20447074,13.676369,7.3718786,8.364122,9.565818,10.583609,12.901071,1.1501613855361938,7.633343,0.69120926,7.817588,0.054414216,0.061879005,0.93328583,0.94737196,0.93328583,15.295525,16.273685,0.93989307
jzv9nou3,8.909185,9.892571,11.078316,11.93166,12.299189,13.38182,15.848779,2.106409,8.483731,1.7809963,0.20993078,12.85328,8.166857,9.631254,11.10516,11.828144,12.450958,0.3010283410549164,8.483731,0.6215848,5.432161,9.148001,1.5426705,0.16863471,12.998054,9.109981,10.04854,11.3407545,12.027627,12.552836,0.22691009938716888,9.148001,0.5267982,6.2261395,8.696649,1.9117137,0.21982189,11.865484,9.134984,10.125277,10.774376,11.044738,11.585901,-0.8071470260620117,8.696649,0.7458705,6.3959346,9.143991,1.8125023,0.19821784,15.848779,8.991284,9.6716585,11.759155,12.600525,14.992155,0.7530597448348999,9.143991,0.7887332,8.086981,0.037674654,0.025074372,0.97551733,1.0004385,0.97551733,17.631733,17.840641,0.9882903
dyms1mwn,7.796403,9.068557,10.677258,11.985989,13.074563,15.421896,19.653416,2.1741323,8.158296,1.4559947,0.178468,12.596315,7.9484177,9.136239,10.14426,10.797454,11.834947,0.4948132634162903,8.158296,0.74306345,6.7576447,6.8747582,1.2662,0.18418102,12.117813,6.8808584,7.5312634,8.360402,9.191894,10.699266,0.5225755572319031,6.8747582,0.5810224,5.4543104,8.505085,2.0796669,0.24452041,15.647297,8.297546,9.50574,11.253639,12.592041,14.355027,0.607257068157196,8.505085,0.7668278,11.333727,8.735967,2.4140482,0.2763344,19.653416,7.935829,9.408312,12.089259,14.112943,17.013418,1.6877490282058716,8.735967,0.9107067,13.223995,0.08538101,0.013391393,0.95922565,0.7869488,0.7869488,15.033054,17.24105,0.87193376
pr424tkb,7.4584723,8.142139,8.747961,9.167185,9.543705,10.31294,12.601562,1.6753421,7.515957,1.062939,0.14142431,9.904278,7.714132,8.242996,8.6990795,9.040889,9.524634,-0.615496814250946,7.515957,0.3775701,2.4960027,7.06332,1.589033,0.2249697,10.364177,7.3132424,8.224563,8.990602,9.467949,10.055949,-0.34569814801216125,7.06332,0.6203514,3.4640632,6.9970098,1.0886544,0.15558852,9.242853,7.249533,7.8039694,8.197343,8.414295,8.760467,-0.6813417673110962,6.9970098,0.4338482,3.626099,7.3718047,1.5197421,0.20615605,12.601562,7.484492,8.330399,8.976397,9.903228,11.57607,0.14427977800369263,7.3718047,0.45822147,3.9280782,0.031046582,0.026083916,1.074167,0.9581534,0.9581534,14.579277,14.368814,1.0146471
9oi0d4dm,6.0394254,7.3773956,8.988782,10.891617,12.406295,15.0413065,18.441093,2.1049,6.391238,1.1867342,0.18568142,9.443355,6.2779484,7.2543573,8.142983,8.61032,9.06892,0.38916200399398804,6.391238,0.5104103,3.8908663,5.271411,1.224262,0.2322456,8.597127,5.1243243,6.0188856,7.087058,7.57956,8.317224,0.5465540289878845,5.271411,0.4473017,3.8773317,7.507275,2.6127572,0.34803003,18.441093,6.658796,8.522196,11.227481,13.047858,16.314096,1.5725654363632202,7.507275,0.83885163,13.681667,6.879923,2.3856304,0.3467525,17.60145,6.009293,7.781605,10.024737,11.969151,15.607739,1.8077733516693115,6.879923,0.7839749,12.913491,0.09601826,0.043604895,0.8513393,0.76620203,0.76620203,11.662649,14.3871975,0.81062686
c2rh2xk2,7.549776,9.046807,11.323838,14.078291,15.49095,18.949663,22.404852,2.4677343,7.8226185,1.1394587,0.14566205,11.352213,7.5823517,8.590981,9.489772,9.894203,10.71672,0.5893085598945618,7.8226185,0.3621307,2.7555432,7.6386423,2.354882,0.30828542,14.867334,7.0002203,8.84275,11.325842,12.479933,13.978685,0.8472585082054138,7.6386423,0.8752495,5.634057,8.466554,1.3906156,0.16424812,12.933299,8.326541,9.272705,10.316676,11.005137,12.590656,0.7826492190361023,8.466554,0.45177498,5.0106487,8.466154,4.451012,0.52574193,22.404852,6.841912,10.816008,15.464487,17.840399,20.87465,1.1323938369750977,8.466154,1.5199243,16.274208,0.0118991705,2.3598677e-05,0.92394364,0.9022565,0.9022565,15.461261,16.932709,0.91310024
